Comercializador;Nome_Tarifa_Dual;proposta;Tipo;Segmento;Faturacao;Pagamento;opcao_horaria_e_ciclo;potencia_kva;preco_potencia_dia;preco_energia_simples;preco_energia_fora_vazio;preco_energia_vazio_bi;preco_energia_ponta;preco_energia_cheias;preco_energia_vazio_tri;elet_tar_incluida_energia;elet_tar_incluida_potencia;financiamento_tse_incluido;custo_regulacao_kwh;regulacao_iva_23;100_Verde;Gas_Termo_Fixo_E1;Gas_Termo_Energia_E1;Gas_Termo_Fixo_E2;Gas_Termo_Energia_E2;Gas_Termo_Fixo_E3;Gas_Termo_Energia_E3;Gas_Termo_Fixo_E4;Gas_Termo_Energia_E4;Gas_tar_incluida_termo_fixo;Gas_tar_incluida_energia;desconto_fatura_mes;desconto_mes_inicio;desconto_meses_limite;desconto_amigo_inicial;desconto_amigo_mes;desconto_amigo_meses;site_adesao;custo_pack_mes;notas;meses_promo;nome_pos_promo;apenas_fase
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Simples;13,8;1,317876;0,181685;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Simples;17,25;1,640733;0,181685;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Simples;20,7;2,105139;0,181685;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;1,15;0,292407;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;2,3;0,356613;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;3,45;0,426648;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;4,6;0,505557;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;5,75;0,575244;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;6,9;0,64554;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;10,35;0,899319;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;13,8;1,194771;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;17,25;1,463601;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -13%) | Plano Amigo | DD + FE;;Fixo;Doméstico;Fatura eletrónica;Débito Direto;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;20,7;1,801683;;0,215294;0,160411;;;;TRUE;TRUE;TRUE;;;FALSE;0,175653;0,109135;0,248037;0,105628;0,40194;0,098257;0,64902;0,097495;;;8,61;;7;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 13% a partir do 4.º mês. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Do 4.º ao 10.º mês ainda beneficia da oferta de 8,61 € (7 €+IVA); a partir do 11.º mês o custo é superior (termina esta oferta). O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";;;1
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;1,15;0,260122;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;2,3;0,340964;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;3,45;0,405123;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;4,6;0,527797;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;5,75;0,621006;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;6,9;0,793729;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;10,35;0,966867;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;13,8;1,257284;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;17,25;1,565297;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Simples;20,7;2,008351;0,173331;;;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
Endesa;Endesa | Quero+ | Luz e Gás · (-17% 3 meses, depois -12%) | Plano Amigo | DD ou FE;;Fixo;Doméstico;Fatura eletrónica, Fatura em papel;Débito Direto, Multibanco, Numerário/Payshop/CTT;Bi-horário - Ciclo Diário, Bi-horário - Ciclo Semanal;1,15;0,278963;;0,205395;0,153035;;;;TRUE;TRUE;TRUE;;;FALSE;0,165558;0,102862;0,233782;0,099558;0,37884;0,09261;0,61172;0,091892;;;8,61;;3;;1,23;;https://www.endesa.pt/particulares/planos/luzegas/quero-mais-luzegas;;"Desconto de 17% nos 3 primeiros meses e, a partir do 4.º, passa a 12%. Oferta de 7 € + IVA (8,61 €/mês) nos primeiros 10 meses de contrato. Verifique o custo após os 3 meses iniciais na variante ""Depois dos 3 meses -12%"" deste simulador. O desconto Plano Amigo da Endesa (1,23 €/mês) é aplicado através da opção ""Incluir desconto amigo"". Há a possibilidade de ter 1,23 € de desconto extra por cada Amigo angariado.";3;Endesa | Quero+ | Luz e Gás · (Depois dos 3 meses -12%) | Plano Amigo | DD ou FE;
